2025-10-28 14:32:14, Instruction: 0xffff800010ba66b8, Mem: 2847702013, Flipped bit 0, Flipped 2847702012, [+] System running normally
2025-10-28 15:25:34, Instruction: 0xffff800010ba6760, Mem: 3596551104, Flipped bit 31, Flipped 1449067456, [+] System running normally
2025-10-28 15:25:36, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 0, Flipped 704906211, [+] System running normally
2025-10-28 15:25:38, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 1, Flipped 704906208, [+] System running normally
2025-10-28 15:25:40, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 2, Flipped 704906214, [+] System running normally
2025-10-28 15:25:42, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 3, Flipped 704906218, [+] System running normally
2025-10-28 15:25:44, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 4, Flipped 704906226, [+] System running normally
2025-10-28 15:25:46, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 5, Flipped 704906178, [+] System running normally
2025-10-28 15:25:48, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 6, Flipped 704906146, [+] System running normally
2025-10-28 15:25:50, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 7, Flipped 704906082, [+] System running normally
2025-10-28 15:25:52, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 8, Flipped 704905954, [+] System running normally
2025-10-28 15:25:54, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 9, Flipped 704905698, [+] System running normally
2025-10-28 15:25:56, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 10, Flipped 704907234, [+] System running normally
2025-10-28 15:25:58, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 11, Flipped 704908258, [+] System running normally
2025-10-28 15:26:00, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 12, Flipped 704910306, [+] System running normally
2025-10-28 15:26:02, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 13, Flipped 704914402, [+] System running normally
2025-10-28 15:26:04, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 14, Flipped 704922594, [+] System running normally
2025-10-28 15:26:08, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 15, Flipped 704938978, [+] System running normally
2025-10-28 15:26:12, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 16, Flipped 704971746, [+] System running normally
2025-10-28 15:26:14, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 17, Flipped 705037282, [+] System running normally
2025-10-28 15:26:18, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 18, Flipped 704644066, [+] System running normally
2025-10-28 15:26:20, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 19, Flipped 705430498, [+] System running normally
2025-10-28 15:26:22, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 20, Flipped 705954786, [+] System running normally
2025-10-28 15:26:24, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 21, Flipped 707003362, [+] System running normally
2025-10-28 15:26:26, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 22, Flipped 709100514, [+] System running normally
2025-10-28 15:26:28, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 23, Flipped 713294818, [+] System running normally
2025-10-28 15:26:30, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 24, Flipped 721683426, [+] System running normally
2025-10-28 15:26:32, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 25, Flipped 671351778, [+] System running normally
2025-10-28 15:26:34, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 26, Flipped 772015074, [+] System running normally
2025-10-28 15:26:36, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 27, Flipped 570688482, [+] System running normally
2025-10-28 15:26:38, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 28, Flipped 973341666, [+] System running normally
2025-10-28 15:26:42, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 29, Flipped 168035298, [+] System running normally
2025-10-28 15:26:44, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 30, Flipped 1778648034, [+] System running normally
2025-10-28 15:26:46, Instruction: 0xffff800010ba6764, Mem: 704906210, Flipped bit 31, Flipped 2852389858, [+] System running normally
2025-10-28 15:26:48, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 0, Flipped 704840672, [+] System running normally
2025-10-28 15:26:52, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 1, Flipped 704840675, [+] System running normally
2025-10-28 15:26:54, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 2, Flipped 704840677, [+] System running normally
2025-10-28 15:26:56, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 3, Flipped 704840681, [+] System running normally
2025-10-28 15:26:58, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 4, Flipped 704840689, [+] System running normally
2025-10-28 15:27:00, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 5, Flipped 704840641, [+] System running normally
2025-10-28 15:27:02, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 6, Flipped 704840609, [+] System running normally
2025-10-28 15:27:04, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 7, Flipped 704840545, [+] System running normally
2025-10-28 15:27:06, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 8, Flipped 704840417, [+] System running normally
2025-10-28 15:27:08, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 9, Flipped 704840161, [+] System running normally
2025-10-28 15:27:10, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 10, Flipped 704841697, [+] System running normally
2025-10-28 15:27:12, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 11, Flipped 704842721, [+] System running normally
2025-10-28 15:27:16, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 12, Flipped 704844769, [+] System running normally
2025-10-28 15:27:18, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 13, Flipped 704848865, [+] System running normally
2025-10-28 15:27:20, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 14, Flipped 704857057, [+] System running normally
2025-10-28 15:27:22, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 15, Flipped 704873441, [+] System running normally
2025-10-28 15:27:24, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 16, Flipped 704775137, [+] System running normally
2025-10-28 15:27:26, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 17, Flipped 704709601, [+] System running normally
2025-10-28 15:27:28, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 18, Flipped 705102817, [+] System running normally
2025-10-28 15:27:30, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 19, Flipped 705364961, [+] System running normally
2025-10-28 15:27:32, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 20, Flipped 705889249, [+] System running normally
2025-10-28 15:27:35, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 21, Flipped 706937825, [+] System running normally
2025-10-28 15:27:39, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 22, Flipped 709034977, [+] System running normally
2025-10-28 15:27:41, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 23, Flipped 713229281, [+] System running normally
2025-10-28 15:27:43, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 24, Flipped 721617889, [+] System running normally
2025-10-28 15:27:47, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 25, Flipped 671286241, [+] System running normally
2025-10-28 15:27:49, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 26, Flipped 771949537, [+] System running normally
2025-10-28 15:27:51, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 27, Flipped 570622945, [+] System running normally
2025-10-28 15:27:53, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 28, Flipped 973276129, [+] System running normally
2025-10-28 15:27:55, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 29, Flipped 167969761, [+] System running normally
2025-10-28 15:27:57, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 30, Flipped 1778582497, [+] System running normally
2025-10-28 15:27:59, Instruction: 0xffff800010ba6768, Mem: 704840673, Flipped bit 31, Flipped 2852324321, [+] System running normally
2025-10-28 15:28:01, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 0, Flipped 402653171, [+] System running normally
2025-10-28 15:28:05, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 1, Flipped 402653168, [+] System running normally
2025-10-28 15:28:07, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 2, Flipped 402653174, [+] System running normally
2025-10-28 15:28:09, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 3, Flipped 402653178, [+] System running normally
2025-10-28 15:28:11, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 4, Flipped 402653154, [+] System running normally
2025-10-28 15:28:13, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 5, Flipped 402653138, [+] System running normally
2025-10-28 15:28:15, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 6, Flipped 402653106, [+] System running normally
2025-10-28 15:28:17, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 7, Flipped 402653042, [+] System running normally
2025-10-28 15:28:19, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 8, Flipped 402652914, [+] System running normally
2025-10-28 15:28:21, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 9, Flipped 402652658, [+] System running normally
2025-10-28 15:28:23, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 10, Flipped 402652146, [+] System running normally
2025-10-28 15:28:25, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 11, Flipped 402651122, [+] System running normally
2025-10-28 15:28:27, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 12, Flipped 402649074, [+] System running normally
2025-10-28 15:28:29, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 13, Flipped 402644978, [+] System running normally
2025-10-28 15:28:31, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 14, Flipped 402636786, [+] System running normally
2025-10-28 15:28:33, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 15, Flipped 402620402, [+] System running normally
2025-10-28 15:28:35, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 16, Flipped 402587634, [+] System running normally
2025-10-28 15:28:37, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 17, Flipped 402522098, [+] System running normally
2025-10-28 15:28:39, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 18, Flipped 402391026, [+] System running normally
2025-10-28 15:28:41, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 19, Flipped 402128882, [+] System running normally
2025-10-28 15:28:43, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 20, Flipped 401604594, [+] System running normally
2025-10-28 15:28:45, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 21, Flipped 400556018, [+] System running normally
2025-10-28 15:28:47, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 22, Flipped 398458866, [+] System running normally
2025-10-28 15:28:49, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 23, Flipped 394264562, [+] System running normally
2025-10-28 15:28:51, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 24, Flipped 385875954, [+] System running normally
2025-10-28 15:28:53, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 25, Flipped 369098738, [+] System running normally
2025-10-28 15:28:55, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 26, Flipped 335544306, [+] System running normally
2025-10-28 15:28:59, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 27, Flipped 536870898, [+] System running normally
2025-10-28 15:29:01, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 28, Flipped 134217714, [+] System running normally
2025-10-28 15:29:03, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 29, Flipped 939524082, [+] System running normally
2025-10-28 15:29:05, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 30, Flipped 1476394994, [+] System running normally
2025-10-28 15:29:07, Instruction: 0xffff800010ba676c, Mem: 402653170, Flipped bit 31, Flipped 2550136818, [+] System running normally
2025-10-28 15:29:09, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 0, Flipped 2030046910, [+] System running normally
2025-10-28 15:29:11, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 1, Flipped 2030046909, [+] System running normally
2025-10-28 15:29:13, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 2, Flipped 2030046907, [+] System running normally
2025-10-28 15:29:15, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 3, Flipped 2030046903, [+] System running normally
2025-10-28 15:29:17, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 4, Flipped 2030046895, [+] System running normally
2025-10-28 15:29:19, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 5, Flipped 2030046879, [+] System running normally
2025-10-28 15:29:21, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 6, Flipped 2030046975, [+] System running normally
2025-10-28 15:29:25, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 7, Flipped 2030046783, [+] System running normally
2025-10-28 15:29:27, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 8, Flipped 2030047167, [+] System running normally
2025-10-28 15:29:31, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 9, Flipped 2030046399, [+] System running normally
2025-10-28 15:29:33, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 10, Flipped 2030045887, [+] System running normally
2025-10-28 15:29:35, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 11, Flipped 2030044863, [+] System running normally
2025-10-28 15:29:37, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 12, Flipped 2030051007, [+] System running normally
2025-10-28 15:29:39, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 13, Flipped 2030055103, [+] System running normally
2025-10-28 15:29:41, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 14, Flipped 2030063295, [+] System running normally
2025-10-28 15:29:43, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 15, Flipped 2030079679, [+] System running normally
2025-10-28 15:29:45, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 16, Flipped 2030112447, [+] System running normally
2025-10-28 15:29:47, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 17, Flipped 2030177983, [+] System running normally
2025-10-28 15:29:51, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 18, Flipped 2030309055, [+] System running normally
2025-10-28 15:29:53, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 19, Flipped 2030571199, [+] System running normally
2025-10-28 15:29:56, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 20, Flipped 2031095487, [+] System running normally
2025-10-28 15:29:58, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 21, Flipped 2032144063, [+] System running normally
2025-10-28 15:30:00, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 22, Flipped 2034241215, [+] System running normally
2025-10-28 15:30:02, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 23, Flipped 2038435519, [+] System running normally
2025-10-28 15:30:04, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 24, Flipped 2013269695, [+] System running normally
2025-10-28 15:30:06, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 25, Flipped 2063601343, [+] System running normally
2025-10-28 15:30:08, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 26, Flipped 2097155775, [+] System running normally
2025-10-28 15:30:12, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 27, Flipped 1895829183, [+] System running normally
2025-10-28 15:30:14, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 28, Flipped 1761611455, [+] System running normally
2025-10-28 15:30:16, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 29, Flipped 1493175999, [+] System running normally
2025-10-28 15:30:18, Instruction: 0xffff800010ba6770, Mem: 2030046911, Flipped bit 30, Flipped 956305087, [+] System running normally
