2025-10-30 14:07:40, Instruction: 0xffff800010b2cc88, Mem: 2847374333, Flipped bit 0, Flipped 2847374332, [+] System running normally
2025-10-31 04:44:48, Instruction: 0xffff800010b2d098, Mem: 2332098625, Flipped bit 31, Flipped 184614977, [+] System running normally
2025-10-31 04:44:50, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 0, Flipped 3103818722, [+] System running normally
2025-10-31 04:44:52, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 1, Flipped 3103818721, [+] System running normally
2025-10-31 04:44:56, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 2, Flipped 3103818727, [+] System running normally
2025-10-31 04:44:58, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 3, Flipped 3103818731, [+] System running normally
2025-10-31 04:45:00, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 4, Flipped 3103818739, [+] System running normally
2025-10-31 04:45:02, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 5, Flipped 3103818691, [+] System running normally
2025-10-31 04:45:04, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 6, Flipped 3103818659, [+] System running normally
2025-10-31 04:45:06, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 7, Flipped 3103818595, [+] System running normally
2025-10-31 04:45:08, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 8, Flipped 3103818467, [+] System running normally
2025-10-31 04:45:10, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 9, Flipped 3103818211, [+] System running normally
2025-10-31 04:45:12, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 10, Flipped 3103819747, [+] System running normally
2025-10-31 04:45:14, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 11, Flipped 3103820771, [+] System running normally
2025-10-31 04:45:16, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 12, Flipped 3103822819, [+] System running normally
2025-10-31 04:45:20, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 13, Flipped 3103826915, [+] System running normally
2025-10-31 04:45:22, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 14, Flipped 3103835107, [+] System running normally
2025-10-31 04:45:24, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 15, Flipped 3103785955, [+] System running normally
2025-10-31 04:45:26, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 16, Flipped 3103884259, [+] System running normally
2025-10-31 04:45:28, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 17, Flipped 3103949795, [+] System running normally
2025-10-31 04:45:30, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 18, Flipped 3104080867, [+] System running normally
2025-10-31 04:45:32, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 19, Flipped 3104343011, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000047', 'raw_match': '[  297.398347]   ESR = 0x96000047'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 04:48:57, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 20, Flipped 3104867299, [+] System running normally
2025-10-31 04:48:59, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 21, Flipped 3105915875, [+] System running normally
2025-10-31 04:49:01, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 22, Flipped 3108013027, [+] System running normally
2025-10-31 04:49:03, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 23, Flipped 3112207331, [+] System running normally
2025-10-31 04:49:05, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 24, Flipped 3087041507, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x86000006', 'raw_match': '[  202.142461]   ESR = 0x86000006'}, {'EC': '0x21 / Instruction Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 04:52:27, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 25, Flipped 3137373155, [+] System running normally
2025-10-31 04:52:29, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 26, Flipped 3170927587, [+] System running normally
2025-10-31 04:52:31, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 27, Flipped 2969600995, [+] System running normally
2025-10-31 04:52:33, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 28, Flipped 2835383267, [+] System running normally
2025-10-31 04:52:35, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 29, Flipped 2566947811, [+] System running normally
2025-10-31 04:52:37, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 30, Flipped 4177560547, [+] System running normally
2025-10-31 04:52:41, Instruction: 0xffff800010b2d09c, Mem: 3103818723, Flipped bit 31, Flipped 956335075, [+] System running normally
2025-10-31 04:52:45, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 0, Flipped 2550133183, [+] System running normally
2025-10-31 04:52:47, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 1, Flipped 2550133180, [+] System running normally
2025-10-31 04:52:49, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 2, Flipped 2550133178, [+] System running normally
2025-10-31 04:52:51, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 3, Flipped 2550133174, [+] System running normally
2025-10-31 04:52:53, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 4, Flipped 2550133166, [+] System running normally
2025-10-31 04:52:55, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 5, Flipped 2550133150, [+] System running normally
2025-10-31 04:52:57, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 6, Flipped 2550133246, [+] System running normally
2025-10-31 04:52:59, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 7, Flipped 2550133054, [+] System running normally
2025-10-31 04:53:01, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 8, Flipped 2550132926, [+] System running normally
2025-10-31 04:53:03, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 9, Flipped 2550133694, [+] System running normally
2025-10-31 04:53:05, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 10, Flipped 2550134206, [+] System running normally
2025-10-31 04:53:07, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 11, Flipped 2550135230, [+] System running normally
2025-10-31 04:53:09, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 12, Flipped 2550129086, [+] System running normally
2025-10-31 04:53:11, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 13, Flipped 2550124990, [+] System running normally
2025-10-31 04:53:13, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 14, Flipped 2550116798, [+] System running normally
2025-10-31 04:53:15, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 15, Flipped 2550100414, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000004', 'raw_match': '[  237.047259]   ESR = 0x96000004'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 04:56:38, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 16, Flipped 2550067646, [+] System running normally
2025-10-31 04:56:42, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 17, Flipped 2550002110, [+] System running normally
2025-10-31 04:56:44, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 18, Flipped 2549871038, [+] System running normally
2025-10-31 04:56:46, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 19, Flipped 2549608894, [+] System running normally
2025-10-31 04:56:48, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 20, Flipped 2549084606, [+] System running normally
2025-10-31 04:56:50, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 21, Flipped 2548036030, [+] System running normally
2025-10-31 04:56:52, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 22, Flipped 2545938878, [+] System running normally
2025-10-31 04:56:54, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 23, Flipped 2541744574, [+] System running normally
2025-10-31 04:56:56, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 24, Flipped 2533355966, [+] System running normally
2025-10-31 04:56:58, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 25, Flipped 2516578750, [+] System running normally
2025-10-31 04:57:00, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 26, Flipped 2483024318, [!] Exception detected! [{'flag': 'Error'}, {'Oops': 'Oops - BUG: 0 [#1] PREEMPT SMP'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 05:00:22, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 27, Flipped 2684350910, [+] System running normally
2025-10-31 05:00:24, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 28, Flipped 2281697726, [!] Exception detected! [{'flag': 'Error'}, {'Oops': 'Oops - BUG: 0 [#1] PREEMPT SMP'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
2025-10-31 05:03:47, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 29, Flipped 3087004094, [+] System running normally
2025-10-31 05:03:49, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 30, Flipped 3623875006, [+] System running normally
2025-10-31 05:03:51, Instruction: 0xffff800010b2d0a0, Mem: 2550133182, Flipped bit 31, Flipped 402649534, [+] System running normally
2025-10-31 05:03:53, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 0, Flipped 2840008678, [+] System running normally
2025-10-31 05:03:55, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 1, Flipped 2840008677, [+] System running normally
2025-10-31 05:03:57, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 2, Flipped 2840008675, [+] System running normally
2025-10-31 05:03:59, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 3, Flipped 2840008687, [+] System running normally
2025-10-31 05:04:01, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 4, Flipped 2840008695, [+] System running normally
2025-10-31 05:04:03, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 5, Flipped 2840008647, [+] System running normally
2025-10-31 05:04:05, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 6, Flipped 2840008615, [+] System running normally
2025-10-31 05:04:07, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 7, Flipped 2840008551, [+] System running normally
2025-10-31 05:04:09, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 8, Flipped 2840008423, [+] System running normally
2025-10-31 05:04:11, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 9, Flipped 2840008167, [+] System running normally
2025-10-31 05:07:33, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 10, Flipped 2840007655, [+] System running normally
2025-10-31 05:07:35, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 11, Flipped 2840010727, [+] System running normally
2025-10-31 05:07:37, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 12, Flipped 2840004583, [+] System running normally
2025-10-31 05:07:39, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 13, Flipped 2840016871, [+] System running normally
2025-10-31 05:07:41, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 14, Flipped 2840025063, [+] System running normally
2025-10-31 05:07:44, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 15, Flipped 2840041447, [+] System running normally
2025-10-31 05:07:46, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 16, Flipped 2839943143, [+] System running normally
2025-10-31 05:07:48, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 17, Flipped 2839877607, [+] System running normally
2025-10-31 05:07:50, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 18, Flipped 2839746535, [+] System running normally
2025-10-31 05:07:52, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 19, Flipped 2840532967, [+] System running normally
2025-10-31 05:07:54, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 20, Flipped 2841057255, [+] System running normally
2025-10-31 05:07:56, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 21, Flipped 2842105831, [+] System running normally
2025-10-31 05:07:58, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 22, Flipped 2835814375, [+] System running normally
2025-10-31 05:08:00, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 23, Flipped 2848397287, [+] System running normally
2025-10-31 05:08:02, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 24, Flipped 2823231463, [+] System running normally
2025-10-31 05:08:04, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 25, Flipped 2873563111, [+] System running normally
2025-10-31 05:08:06, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 26, Flipped 2907117543, [+] System running normally
2025-10-31 05:08:08, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 27, Flipped 2705790951, [+] System running normally
2025-10-31 05:08:12, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 28, Flipped 3108444135, [+] System running normally
2025-10-31 05:08:14, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 29, Flipped 2303137767, [+] System running normally
2025-10-31 05:08:16, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 30, Flipped 3913750503, [+] System running normally
2025-10-31 05:08:18, Instruction: 0xffff800010b2d0a4, Mem: 2840008679, Flipped bit 31, Flipped 692525031, [+] System running normally
2025-10-31 05:08:20, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 0, Flipped 3108013026, [+] System running normally
2025-10-31 05:08:22, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 1, Flipped 3108013025, [+] System running normally
2025-10-31 05:08:24, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 2, Flipped 3108013031, [+] System running normally
2025-10-31 05:08:28, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 3, Flipped 3108013035, [+] System running normally
2025-10-31 05:08:30, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 4, Flipped 3108013043, [+] System running normally
2025-10-31 05:08:32, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 5, Flipped 3108012995, [+] System running normally
2025-10-31 05:08:34, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 6, Flipped 3108012963, [+] System running normally
2025-10-31 05:08:36, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 7, Flipped 3108012899, [+] System running normally
2025-10-31 05:08:38, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 8, Flipped 3108012771, [+] System running normally
2025-10-31 05:08:40, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 9, Flipped 3108012515, [+] System running normally
2025-10-31 05:08:44, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 10, Flipped 3108014051, [+] System running normally
2025-10-31 05:08:48, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 11, Flipped 3108015075, [+] System running normally
2025-10-31 05:08:50, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 12, Flipped 3108017123, [+] System running normally
2025-10-31 05:08:54, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 13, Flipped 3108021219, [+] System running normally
2025-10-31 05:08:56, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 14, Flipped 3108029411, [+] System running normally
2025-10-31 05:08:58, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 15, Flipped 3107980259, [+] System running normally
2025-10-31 05:09:00, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 16, Flipped 3108078563, [+] System running normally
2025-10-31 05:09:02, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 17, Flipped 3108144099, [+] System running normally
2025-10-31 05:09:04, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 18, Flipped 3108275171, [+] System running normally
2025-10-31 05:09:06, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 19, Flipped 3108537315, [+] System running normally
2025-10-31 05:09:08, Instruction: 0xffff800010b2d0a8, Mem: 3108013027, Flipped bit 20, Flipped 3109061603, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000007', 'raw_match': '[  278.494333]   ESR = 0x96000007'}, {'EC': '0x25 / Data Abort from current EL'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt'}, {'Kernel': 'Kernel panic - not syncing: Fatal exception in interrupt ]---'}]
